period,name,change_type,new_code9,mother_or_old_name,old_code9,legal_basis,remarks,sheet,level
July - September 2017,"Bgy. Mampas, Bacong, Negros Oriental",Transferred barangay,074603013,,184603013,,,2001-present,barangay
July - September 2017,"Bgy. North Poblacion, Bacong, Negros Oriental",Transferred barangay,074603014,,184603014,,,2001-present,barangay
July - September 2017,"Bgy. Sacsac, Bacong, Negros Oriental",Transferred barangay,074603015,,184603015,,,2001-present,barangay
July - September 2017,"Bgy. San Miguel, Bacong, Negros Oriental",Transferred barangay,074603016,,184603016,,,2001-present,barangay
July - September 2017,"Bgy. South Poblacion, Bacong, Negros Oriental",Transferred barangay,074603017,,184603017,,,2001-present,barangay
July - September 2017,"Bgy. Sulodpan, Bacong, Negros Oriental",Transferred barangay,074603018,,184603018,,,2001-present,barangay
July - September 2017,"Bgy. Timbanga, Bacong, Negros Oriental",Transferred barangay,074603019,,184603019,,,2001-present,barangay
July - September 2017,"Bgy. Timbao, Bacong, Negros Oriental",Transferred barangay,074603020,,184603020,,,2001-present,barangay
July - September 2017,"Bgy. Tubod, Bacong, Negros Oriental",Transferred barangay,074603021,,184603021,,,2001-present,barangay
July - September 2017,"Bgy. West Poblacion, Bacong, Negros Oriental",Transferred barangay,074603022,,184603022,,,2001-present,barangay
July - September 2017,"Bais City, Negros Oriental",Transferred city,074604000,,184604000,,,2001-present,city_muni
July - September 2017,"Barangay I (Pob.), Bais City, Negros Oriental",Transferred barangay,074604001,,184604001,,,2001-present,barangay
July - September 2017,"Barangay II (Pob.), Bais City, Negros Oriental",Transferred barangay,074604002,,184604002,,,2001-present,barangay
July - September 2017,"Bgy. Basak, Bais City, Negros Oriental",Transferred barangay,074604003,,184604003,,,2001-present,barangay
July - September 2017,"Bgy. Biñohon, Bais City, Negros Oriental",Transferred barangay,074604004,,184604004,,,2001-present,barangay
July - September 2017,"Bgy. Cabanlutan, Bais City, Negros Oriental",Transferred barangay,074604005,,184604005,,,2001-present,barangay
July - September 2017,"Bgy. Calasga-an, Bais City, Negros Oriental",Transferred barangay,074604006,,184604006,,,2001-present,barangay
July - September 2017,"Bgy. Cambagahan, Bais City, Negros Oriental",Transferred barangay,074604007,,184604007,,,2001-present,barangay
July - September 2017,"Bgy. Cambaguio, Bais City, Negros Oriental",Transferred barangay,074604008,,184604008,,,2001-present,barangay
July - September 2017,"Bgy. Cambanjao, Bais City, Negros Oriental",Transferred barangay,074604009,,184604009,,,2001-present,barangay
July - September 2017,"Bgy. Cambuilao, Bais City, Negros Oriental",Transferred barangay,074604010,,184604010,,,2001-present,barangay
July - September 2017,"Bgy. Canlargo, Bais City, Negros Oriental",Transferred barangay,074604011,,184604011,,,2001-present,barangay
July - September 2017,"Bgy. Capiñahan, Bais City, Negros Oriental",Transferred barangay,074604012,,184604012,,,2001-present,barangay
July - September 2017,"Bgy. Consolacion, Bais City, Negros Oriental",Transferred barangay,074604013,,184604013,,,2001-present,barangay
July - September 2017,"Bgy. Dansulan, Bais City, Negros Oriental",Transferred barangay,074604014,,184604014,,,2001-present,barangay
July - September 2017,"Bgy. Hangyad, Bais City, Negros Oriental",Transferred barangay,074604015,,184604015,,,2001-present,barangay
July - September 2017,"Bgy. La Paz, Bais City, Negros Oriental",Transferred barangay,074604017,,184604017,,,2001-present,barangay
July - September 2017,"Bgy. Lo-oc, Bais City, Negros Oriental",Transferred barangay,074604018,,184604018,,,2001-present,barangay
July - September 2017,"Bgy. Lonoy, Bais City, Negros Oriental",Transferred barangay,074604019,,184604019,,,2001-present,barangay
July - September 2017,"Bgy. Mabunao, Bais City, Negros Oriental",Transferred barangay,074604020,,184604020,,,2001-present,barangay
July - September 2017,"Bgy. Manlipac, Bais City, Negros Oriental",Transferred barangay,074604021,,184604021,,,2001-present,barangay
July - September 2017,"Bgy. Mansangaban, Bais City, Negros Oriental",Transferred barangay,074604022,,184604022,,,2001-present,barangay
July - September 2017,"Bgy. Okiot, Bais City, Negros Oriental",Transferred barangay,074604023,,184604023,,,2001-present,barangay
July - September 2017,"Bgy. Olympia, Bais City, Negros Oriental",Transferred barangay,074604024,,184604024,,,2001-present,barangay
July - September 2017,"Bgy. Panala-an, Bais City, Negros Oriental",Transferred barangay,074604025,,184604025,,,2001-present,barangay
July - September 2017,"Bgy. Panam-angan, Bais City, Negros Oriental",Transferred barangay,074604026,,184604026,,,2001-present,barangay
July - September 2017,"Bgy. Rosario, Bais City, Negros Oriental",Transferred barangay,074604027,,184604027,,,2001-present,barangay
July - September 2017,"Bgy. Sab-ahan, Bais City, Negros Oriental",Transferred barangay,074604028,,184604028,,,2001-present,barangay
July - September 2017,"Bgy. San Isidro, Bais City, Negros Oriental",Transferred barangay,074604029,,184604029,,,2001-present,barangay
July - September 2017,"Bgy. Katacgahan (Tacgahan), Bais City, Negros Oriental",Transferred barangay,074604030,,184604030,,,2001-present,barangay
July - September 2017,"Bgy. Tagpo, Bais City, Negros Oriental",Transferred barangay,074604031,,184604031,,,2001-present,barangay
July - September 2017,"Bgy. Talungon, Bais City, Negros Oriental",Transferred barangay,074604032,,184604032,,,2001-present,barangay
July - September 2017,"Bgy. Tamisu, Bais City, Negros Oriental",Transferred barangay,074604033,,184604033,,,2001-present,barangay
July - September 2017,"Bgy. Tamogong, Bais City, Negros Oriental",Transferred barangay,074604034,,184604034,,,2001-present,barangay
July - September 2017,"Bgy. Tangculogan, Bais City, Negros Oriental",Transferred barangay,074604035,,184604035,,,2001-present,barangay
July - September 2017,"Bgy. Valencia, Bais City, Negros Oriental",Transferred barangay,074604036,,184604036,,,2001-present,barangay
July - September 2017,"Basay, Negros Oriental",Transferred municipality,074605000,,184605000,,,2001-present,city_muni
July - September 2017,"Bgy. Actin, Basay, Negros Oriental",Transferred barangay,074605001,,184605001,,,2001-present,barangay
July - September 2017,"Bgy. Bal-os, Basay, Negros Oriental",Transferred barangay,074605002,,184605002,,,2001-present,barangay
July - September 2017,"Bgy. Bongalonan, Basay, Negros Oriental",Transferred barangay,074605003,,184605003,,,2001-present,barangay
July - September 2017,"Bgy. Cabalayongan, Basay, Negros Oriental",Transferred barangay,074605004,,184605004,,,2001-present,barangay
July - September 2017,"Bgy. Cabatuanan, Basay, Negros Oriental",Transferred barangay,074605005,,184605005,,,2001-present,barangay
July - September 2017,"Bgy. Linantayan, Basay, Negros Oriental",Transferred barangay,074605006,,184605006,,,2001-present,barangay
July - September 2017,"Bgy. Maglinao, Basay, Negros Oriental",Transferred barangay,074605007,,184605007,,,2001-present,barangay
July - September 2017,"Bgy. Nagbo-alao, Basay, Negros Oriental",Transferred barangay,074605008,,184605008,,,2001-present,barangay
July - September 2017,"Bgy. Olandao, Basay, Negros Oriental",Transferred barangay,074605009,,184605009,,,2001-present,barangay
July - September 2017,"Bgy. Poblacion, Basay, Negros Oriental",Transferred barangay,074605010,,184605010,,,2001-present,barangay
July - September 2017,"City of Bayawan (Tulong), Negros Oriental",Transferred city,074606000,,184606000,,,2001-present,city_muni
July - September 2017,"Bgy. Ali-is, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606001,,184606001,,,2001-present,barangay
July - September 2017,"Bgy. Banaybanay, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606002,,184606002,,,2001-present,barangay
July - September 2017,"Bgy. Banga, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606003,,184606003,,,2001-present,barangay
July - September 2017,"Bgy. Villasol (Bato), City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606004,,184606004,,,2001-present,barangay
July - September 2017,"Bgy. Boyco, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606005,,184606005,,,2001-present,barangay
July - September 2017,"Bgy. Bugay, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606006,,184606006,,,2001-present,barangay
July - September 2017,"Bgy. Cansumalig, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606007,,184606007,,,2001-present,barangay
July - September 2017,"Bgy. Dawis, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606008,,184606008,,,2001-present,barangay
July - September 2017,"Bgy. Kalamtukan, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606009,,184606009,,,2001-present,barangay
July - September 2017,"Bgy. Kalumboyan, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606010,,184606010,,,2001-present,barangay
July - September 2017,"Bgy. Malabugas, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606011,,184606011,,,2001-present,barangay
July - September 2017,"Bgy. Mandu-ao, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606012,,184606012,,,2001-present,barangay
July - September 2017,"Bgy. Maninihon, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606013,,184606013,,,2001-present,barangay
July - September 2017,"Bgy. Minaba, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606014,,184606014,,,2001-present,barangay
July - September 2017,"Bgy. Nangka, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606015,,184606015,,,2001-present,barangay
July - September 2017,"Bgy. Narra, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606016,,184606016,,,2001-present,barangay
July - September 2017,"Bgy. Pagatban, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606017,,184606017,,,2001-present,barangay
July - September 2017,"Bgy. Poblacion, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606018,,184606018,,,2001-present,barangay
July - September 2017,"Bgy. San Jose, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606019,,184606019,,,2001-present,barangay
July - September 2017,"Bgy. San Miguel, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606020,,184606020,,,2001-present,barangay
July - September 2017,"Bgy. San Roque, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606021,,184606021,,,2001-present,barangay
July - September 2017,"Bgy. Suba (Pob.), City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606022,,184606022,,,2001-present,barangay
July - September 2017,"Bgy. Tabuan, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606023,,184606023,,,2001-present,barangay
July - September 2017,"Bgy. Tayawan, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606024,,184606024,,,2001-present,barangay
July - September 2017,"Bgy. Tinago (Pob.), City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606025,,184606025,,,2001-present,barangay
July - September 2017,"Bgy. Ubos (Pob.), City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606026,,184606026,,,2001-present,barangay
July - September 2017,"Bgy. Villareal, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606027,,184606027,,,2001-present,barangay
July - September 2017,"Bgy. San Isidro, City of Bayawan (Tulong), Negros Oriental",Transferred barangay,074606028,,184606028,,,2001-present,barangay
July - September 2017,"Bindoy (Payabon), Negros Oriental",Transferred municipality,074607000,,184607000,,,2001-present,city_muni
July - September 2017,"Bgy. Atotes, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607001,,184607001,,,2001-present,barangay
July - September 2017,"Bgy. Batangan, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607002,,184607002,,,2001-present,barangay
July - September 2017,"Bgy. Bulod, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607003,,184607003,,,2001-present,barangay
July - September 2017,"Bgy. Cabcaban, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607004,,184607004,,,2001-present,barangay
July - September 2017,"Bgy. Cabugan, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607005,,184607005,,,2001-present,barangay
July - September 2017,"Bgy. Camudlas, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607006,,184607006,,,2001-present,barangay
July - September 2017,"Bgy. Canluto, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607007,,184607007,,,2001-present,barangay
July - September 2017,"Bgy. Danao, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607008,,184607008,,,2001-present,barangay
July - September 2017,"Bgy. Danawan, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607009,,184607009,,,2001-present,barangay
July - September 2017,"Bgy. Domolog, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607010,,184607010,,,2001-present,barangay
July - September 2017,"Bgy. Malaga, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607011,,184607011,,,2001-present,barangay
July - September 2017,"Bgy. Manseje, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607012,,184607012,,,2001-present,barangay
July - September 2017,"Bgy. Matobato, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607013,,184607013,,,2001-present,barangay
July - September 2017,"Bgy. Nagcasunog, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607014,,184607014,,,2001-present,barangay
July - September 2017,"Bgy. Nalundan, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607015,,184607015,,,2001-present,barangay
July - September 2017,"Bgy. Pangalaycayan, Bindoy (Payabon), Negros Oriental",Transferred barangay,074607016,,184607016,,,2001-present,barangay
